80,R Zar Ni,Rဇာနည်,Pyan Lar Pyi,ပြန်လာပြီ,https://www.youtube.com/watch?v=Tiw0l5FAsi0&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=155
81,R Zar Ni,Rဇာနည်,A Pyit Ma Tin Yat Par,အပြစ်မတင်ရက်ပါ,https://www.youtube.com/watch?v=l_F3kqXZA84&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=156
82,Sai Htee Saing,စိုင်းထီးဆိုင်,Amay Ay Yeik Thar Pyan Khae Pyi,အမေ့အေးရိပ်သားပြန်ခဲ့ပြီ,https://www.youtube.com/watch?v=ROA1GT2Hna4&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=11
83,Sai Htee Saing,စိုင်းထီးဆိုင်,Lwan Tay,လွမ်းတေး,https://www.youtube.com/watch?v=vtFQvrvTGIo&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=18
84,Sai Htee Saing,စိုင်းထီးဆိုင်,Bee Ka Lay Ko See,ဘီးကလေးကိုစီး,https://www.youtube.com/watch?v=7MMX2-Yvq1I&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=27
85,Sai Htee Saing,စိုင်းထီးဆိုင်,A Chit So Dae A Rar Thar,အချစ်ဆိုတဲ့အရသာ,https://www.youtube.com/watch?v=KEG2A244O2w&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=33
86,Sai Htee Saing,စိုင်းထီးဆိုင်,Than Khaung Htet Nat Dae Nya,သန်းခေါင်ထက်နက်တဲ့ည,https://www.youtube.com/watch?v=S-NbIyjeJ-k&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=37
87,Sai Htee Saing,စိုင်းထီးဆိုင်,Amay Poke Yay,အမေ့ရုပ်ရည်,https://www.youtube.com/watch?v=kdiZTNGf2MI&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=40
88,Sai Htee Saing,စိုင်းထီးဆိုင်,Yar Thi Pyaung Chain,ရာသီပြောင်းချိန်,https://www.youtube.com/watch?v=HSa3eZAFYwk&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=49
89,Sai Htee Saing,စိုင်းထီးဆိုင်,Maung Ayine Pann,မောင့်အရိုင်းပန်း,https://www.youtube.com/watch?v=sanxNK540mE&list=RDsanxNK540mE&start_radio=1
90,Sai Htee Saing,စိုင်းထီးဆိုင်,Tha Khint Si A Pyay Pyan Lar Myi,သခင့်ဆီအပြေးပြန်လာမည်,https://www.youtube.com/watch?v=j-iHOcOspXg&list=RDj-iHOcOspXg&start_radio=1
91,Sai Htee Saing,စိုင်းထီးဆိုင်,Maung La Pyit Wun,မောင့်လပြည့်ဝန်း,https://www.youtube.com/watch?v=XYm2yK85Gew&list=RDXYm2yK85Gew&start_radio=1
92,Sai Htee Saing,စိုင်းထီးဆိုင်,Seik Nyoh Shin,စိတ်ညို့ရှင်,https://www.youtube.com/watch?v=YPq6I2BzVNE&list=RDYPq6I2BzVNE&start_radio=1
93,Sai Htee Saing,စိုင်းထီးဆိုင်,Ko Chit Nae Ayar Yar Ko A Kaung Tine Phit Say Mae,ကိုယ့်အချစ်နဲ့အရာရာကိုအကောင်းတိုင်းဖြစ်စေမယ်,https://www.youtube.com/watch?v=iV40JwPmdZ8&list=RDiV40JwPmdZ8&start_radio=1
